timestamp,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,sma_50,ema_21,atr,body,upper_wick,lower_wick,return_1,return_3,rolling_std,volume_spike,price_above_ema,rsi_oversold,macd_cross_up,volatility,momentum_3
2025-07-11 12:10:00,118035.4,118055.68,118035.4,118055.67,11.04557,68.74419438070481,65.64665669972601,53.74390296737486,11.902753732351151,117809.1102,117940.53389326234,35.00571061814893,20.270000000004075,0.00999999999476131,0.0,0.0001717281425741568,-8.105688007753464e-05,0.0002563486534033853,0.872997061206463,1,0,0,20.279999999998836,-9.570000000006985
2025-07-11 12:11:00,118049.98,118049.99,118049.98,118049.98,0.26516,68.30138332297534,65.48302209164831,56.091064329862604,9.391957761785704,117816.35600000001,117950.00424753036,32.504811713055275,0.0,0.010000000009313226,0.0,0.0,0.00012352226535439215,0.00015779137215055355,0.023234346104658833,1,0,0,0.010000000009313226,14.580000000001746
2025-07-11 12:11:00,118049.98,118049.99,118049.98,118049.98,1.44793,68.30138332297534,65.48302209164831,56.091064329862604,9.391957761785704,117816.35600000001,117950.00424753036,32.504811713055275,0.0,0.010000000009313226,0.0,0.0,0.00012352226535439215,0.00015779137215055355,0.12557182170853232,1,0,0,0.010000000009313226,14.580000000001746
2025-07-11 12:11:00,118049.98,118070.6,118049.98,118070.59,5.3965,70.01632368297611,67.12712465574441,56.419884842681824,10.707239813062586,117816.7682,117951.877883894,33.976954570198174,20.610000000000582,0.010000000009313226,0.0,0.00017458706896866794,0.0002981308997132004,0.00017535914827642232,0.4525158548256352,1,0,0,20.620000000009895,35.19000000000233
2025-07-11 12:11:00,118049.98,118070.6,118049.98,118070.6,6.11862,70.01711073637837,67.12792237654503,56.42004438684195,10.707877989703078,117816.7684,117951.8787929849,33.976954570198174,20.620000000009895,0.0,0.0,0.00017467177885177598,0.0002982156200599384,0.00017537568221989935,0.5099801537970292,1,0,0,20.620000000009895,35.20000000001164
2025-07-11 12:11:00,118049.98,118095.6,118049.98,118095.59,15.09899,71.86283137608952,69.12142665004649,56.81874524154224,12.302681408504249,117817.2682,117954.15061116673,35.76266885591246,45.61000000000058,0.010000000009313226,0.0,0.0003863617765966776,0.0005099317662329295,0.000232840123277069,1.1708457281976654,1,0,0,45.620000000009895,60.19000000000233
2025-07-11 12:11:00,118049.98,118102.94,118049.98,118102.94,17.25128,72.3632127398125,69.70775143636274,56.93601019880549,12.77174123755725,117817.41520000002,117954.81879298491,36.28695457019792,52.9600000000064,0.0,0.0,0.00044862354063934795,0.0005722012209896654,0.00025401820273285064,1.3157840343094405,1,0,0,52.9600000000064,67.54000000000815
2025-07-11 12:12:00,118102.94,118102.94,118102.93,118102.93,2.1972,72.36063943025192,72.38294673482596,60.001821017026636,12.381125717799328,117826.4736,117968.28556861552,33.684637417426,-0.010000000009313226,0.0,0.0,0.0,0.0005721165006429274,0.00025491673813478316,0.17465668816197763,1,0,0,0.010000000009313226,67.52999999999884
2025-07-11 12:12:00,118102.94,118140.0,118102.93,118139.99,7.31217,74.7948248057334,75.33930001116823,60.59309167229509,14.746208338873146,117827.2148,117971.65465952462,36.33178027456869,37.05000000000291,0.00999999999476131,0.010000000009313226,0.0003137940777593329,0.0008860901051719328,0.0002732321942428882,0.5585388498965558,1,0,0,37.070000000006985,104.59000000001106
2025-07-11 12:12:00,118102.94,118155.85,118102.93,118123.99,15.91063,73.79858242338237,74.06294673481898,60.33782101702524,13.725125717793738,117826.89480000001,117970.20011407006,37.463923131711965,21.05000000000291,31.860000000000582,0.010000000009313226,0.00017831903069653876,0.000750537550599395,0.00025621866593442154,1.14042833250821,1,0,0,52.920000000012806,88.59000000001106
